config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,What was the change in compensation and benefits liability for Goldman Sachs in millions from December 2013 to December 2014?,494.0,494.0,8.706336887000361,8.706336887000361,6,0.689153208504801,0.0,0.4322164344619528,1.0,0.249999999975,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What is the cumulative total return of an initial $100 investment in The Goldman Sachs Group, Inc. common stock over the five-year period from December 26, 2008, to December 31, 2013, with dividends r",148.36,0.0,1.2873694980007713,1.2873694980007713,4,3.1071110556928883,0.0,0.5263796199235062,0.13346172260380165,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,What was the percentage reduction in second generation tenant improvements for Duke Realty Corporation in 2012 compared to 2011?,-0.4679805906667465,0.468,1.0846000489982544,1.0846000489982544,6,5.531993111692785,0.0,0.49018916890411846,0.19112583071048334,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"Did Abiomed's cumulative total stockholder return surpass that of the NASDAQ Composite Index over the five-year period ending March 31, 2012?",1,0,1.1852059679986269,1.1852059679986269,2,1.6874704093645916,0.0,0.49101902516527623,0.14083883078214632,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What percentage of the $22,258 million in total debt scheduled to mature as of December 31, 2001, is due in 2002 for AES Corporation?",0.12004672477311529,0.12,1.163973792001343,1.163973792001343,5,4.295629364131105,0.0,0.4694374280060591,0.9049266893215693,0.19999999998,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What was the percentage change in net sales for Ball Corporation's discontinued operations, specifically the plastics packaging business, between 2009 and 2010, as reflected in the operating results t",-0.49834619625137816,-1.0,0.8614806429977762,0.8614806429977762,5,5.803960937068794,0.0,0.5519453373829639,0.14166262674803026,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,What amount of interest expense was avoided per year by switching the 4.50% convertible senior notes due 2023 with the 4.25% convertible senior notes due 2023?,100000000.0,0.025,1.3812691009989067,1.3812691009989067,6,4.343831332837981,0.0,0.4779797689119003,0.1334884400419665,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,What percentage of the total potential impact on revenues from a 10% move in average exchange rates for major currencies would the Euro account for in 2017?,0.2692307692307692,0.2692,1.128892895001627,1.128892895001627,7,6.200765396782757,0.0,0.577623770384116,0.9761747010429423,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,By how much did Entergy Gulf States Louisiana's receivables from the money pool as of December 31 differ between 2009 and 2010?,12872.0,5575000.0,1.052876721998473,1.052876721998473,10,9.497788099084314,0.0,0.5196297194687056,0.15214622652243476,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What was the total percentage growth of Loews Corporation's common stock value from its initial $100 investment value on December 31, 2004, to its value on December 31, 2009, considering all dividends",1.6062,0.6062,1.4397571999979846,1.4397571999979846,7,4.861930886686865,1.0,0.600767530078718,0.2308389810412229,0.19999999998,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"In the 2007 report of Motorola Solutions, what were the net sales to the top five customers of the segment in 2006, which included notable companies such as Sprint Nextel, Comcast Corporation, Verizon",2430.0,0,1.065771068999311,1.065771068999311,2,1.876575615697533,0.0,0.48344414704530353,0.133583718590809,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What was the average segment net sales for Motorola Solutions from 2005 to 2007, in millions of dollars, as reported in the 2007 financial report?",6055.666666666667,6.3,1.3816503369998827,1.3816503369998827,4,2.895088498791673,0.0,0.514889722120901,0.14626316902946185,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What was the percentage change in commercial mortgage loans held for sale designated at fair value from 2008 to 2009, as reported by PNC Financial Services in their 2013 Form 10-K?",-0.08422301304863583,0,0.9966205049968266,0.9966205049968266,2,2.0067819094353956,0.0,0.5018356627576032,0.13358567115805675,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,What was the average total assets for Goldman Sachs in millions for the years 2012 and 2013?,925031.0,925031.0,1.2499911119994067,1.2499911119994067,9,7.200051195247436,1.0,0.45481582451507396,1.0,0.99999999995,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What percentage of American Water Works' gross liabilities, as reported in the consolidated balance sheets for the year 2012, are specifically categorized as other long-term liabilities?",0.41084461830015523,0.0000000000000000,1.4432678310004121,1.4432678310004121,19,13.164569729812383,0.0,0.5029811945024051,0.18787479833232973,0.99999999995,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What is the percentage change in the total impairment charges and net losses on long-lived assets for American Tower from 2003 to 2004, as reflected in the company's 2005 consolidated financial statem",-0.07329842931937183,-0.213,1.204880831999617,1.204880831999617,7,5.809703179012998,0.0,0.5277517340093404,0.1717239263554427,0.8055555555287036,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_concise,"What percentage of the total future minimum lease payments due in 2019, as of December 31, 2016, for LKQ Corporation's operating leases, including those for corporate office space, warehouse and distr",0.11519727434040693,0.1152,0.9665156419978302,0.9665156419978302,7,7.242510825309244,0.0,0.5121972081617633,0.9428298868307752,0.3333333333,0.0
