config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,The Circuit Courts of Maryland are the state trial courts of general jurisdiction.,0.577289327999992,0.7605601419999886,0,0,1.0,0.3559866493140218,0.9981883797984248,0.3333333333,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,I cannot answer from the provided context.,0.698605733000008,1.4071391599999998,0,0,1.0,0.0,0.12943022995334919,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,The number of voting representatives has been fixed at 435 since 1913.,1.6837308899999925,1.8939825129999974,0,0,1.0,0.6183381963809474,0.9799021327575075,0.7555555555303703,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .",I cannot answer from the provided context.,0.37733900800000697,0.4075840530000079,0,0,0.0,0.0,0.12977788095590756,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.",I cannot answer from the provided context.,0.30546605400000715,0.3845636369999994,0,0,1.0,0.0,0.11988070130807518,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.",I cannot answer from the provided context.,0.4824042609999992,0.591053248999998,0,0,0.0,0.0,0.13112228669646722,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice",I cannot answer from the provided context.,0.3925531480000046,0.5015142280000049,0,0,1.0,0.0,0.12223296458135294,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,I cannot answer from the provided context.,0.5414304469999962,0.6641035899999963,0,0,1.0,0.0,0.09783819135520944,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","Mustard is made from the seeds of a mustard plant mixed with water, vinegar, lemon juice, wine, or other liquids, salt, and often other flavorings and spices.",0.8322724289999996,1.280581729000005,0,0,1.0,0.8349283984002579,0.3486598781003672,0.42063492062089947,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.",I cannot answer from the provided context.,0.4578771460000013,0.5620983050000063,0,0,0.0,0.0,0.1231864002159171,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is active learning strategies,Active learning is an umbrella term that refers to several models of instruction that focus the responsibility of learning on learners.,"Active learning strategies include learning through play, technology-based learning, activity-based learning, group work, and the project method.",0.34200449800000854,0.6511164409999992,0,0,1.0,0.9323306586908359,0.18971354308682561,0.49999999995,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the formula for calcium nitrate,"Calcium nitrate, also called Norgessalpeter (Norwegian saltpeter), is the inorganic compound with the formula Ca(NO3)2.",The formula for calcium nitrate is Ca(NO3)2(H2O)x.,0.5608535569999873,0.7657450709999978,0,0,1.0,0.9805316132272321,0.1930528745080104,0.9666666666473333,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how long to take iwo jima,"The Battle of Iwo Jima (19 February – 26 March 1945), or Operation Detachment, was a major battle in which the United States Armed Forces fought for and captured the island of Iwo Jima from the Japane",I cannot answer from the provided context.,0.6620487189999977,3.5439783229999904,0,0,1.0,0.0,0.1262159456781523,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what species is a spider,Spiders ( order Araneae) are air-breathing arthropods that have eight legs and chelicerae with fangs that inject venom .,"Spiders are air-breathing arthropods that have eight legs, chelicerae with fangs generally able to inject venom, and spinnerets that extrude silk.",2.688265582000014,5.394682497000005,0,0,1.0,0.8099776854978842,0.7982754240264425,0.49999999995,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how is whooping cough distinguished from similar diseases,"Symptoms are initially mild, and then develop into severe coughing fits, which produce the namesake high-pitched ""whoop"" sound in infected babies and children when they inhale air after coughing.","An inspiratory whooping sound on coughing almost doubles the likelihood that the illness is pertussis, while the absence of a paroxysmal cough or posttussive emesis makes it almost half as likely.",2.562941355999996,5.3204875599999895,0,0,1.0,0.6773433407486192,0.20046661915488925,0.6428571428410713,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who wrote the song for star wars,"The music of Star Wars consists of the scores written for all six Star Wars films by composer John Williams from 1977 to 1983 for the Original Trilogy , and 1999 to 2005 for the Prequel Trilogy .",The music for the primary Star Wars feature films was written by John Williams.,2.720875671999977,2.925579207999988,0,0,1.0,0.6149552945715584,0.4880238303833796,0.9999999999,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who are the members of the climax blues band?,"The original members were guitarist/vocalist Peter Haycock , guitarist Derek Holt; keyboardist Arthur Wood; bassist Richard Jones; drummer George Newsome; and lead vocalist and saxophonist Colin Coope","The original members were Colin Cooper, Pete Haycock, Derek Holt, Richard Jones, George Newsome, and Arthur Wood.",0.5730445060000022,0.8907612749999885,0,0,1.0,0.6221311407984381,0.4050372007371972,0.9999999999,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how many players on a side for a football game,"It is played by two teams, eleven players to a side, who advance an oval ball over a rectangular field that is 120 yards long by 53.3 yards wide and has goalposts at both ends.",I cannot answer from the provided context.,0.5045190799999943,0.6384923619999938,0,0,1.0,0.0,0.10355600985738443,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the latest season of psych,"Psych began its seventh season on February 27, 2013.","The eighth season of Psych was its last, with the series finale airing on March 26, 2014.",0.575553020000001,0.8438257729999918,0,0,1.0,0.6004529787142846,0.19180892856701406,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who played the lead roles in the movie leaving las vegas,Nicolas Cage stars as a suicidal alcoholic who has ended his personal and professional life to drink himself to death in Las Vegas .,Nicolas Cage and Elisabeth Shue played the lead roles in the movie Leaving Las Vegas.,0.5060289400000215,0.7261565470000164,0,0,0.5,0.6693606220218907,0.42537153437475467,0.9999999999,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how did women's role change during the war,"Whether it was on the home front or the front-lines, for civilian or enlisted women, the World Wars started a new era for women's opportunities to contribute in war and be recognized for efforts outsi","Women entered roles traditionally limited to men, including military branches and industrial jobs, due to a shortage of male recruits and the demands of total war.",0.5393792590000146,0.8175172219999922,0,0,0.8,0.7616540958896619,0.4898792351880771,0.9379251700546283,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who has brad pitt dated,"Following a high-profile relationship with actress Gwyneth Paltrow , Pitt was married to actress Jennifer Aniston for five years.","Brad Pitt has dated Robin Givens, Jill Schoelen, Juliette Lewis, Gwyneth Paltrow, Jennifer Aniston, Angelina Jolie, and Ines de Ramon.",0.4922878049999895,0.9998363710000149,0,0,1.0,0.5683580073375781,0.48086495229143034,0.9999999999,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the erb/heart,"In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated .",I cannot answer from the provided context.,0.6634046220000016,0.7063525419999905,0,0,1.0,0.0,0.10794096021822942,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who makes skittles?,"Skittles is a brand of fruit-flavoured sweets , currently produced and marketed by the Wm. Wrigley Jr. Company , a division of Mars, Inc.","Skittles were first made commercially in 1974 by a British company, with domestic production beginning in the United States in 1982.",0.4327631949999784,0.8626679169999818,0,0,1.0,0.5567999972647187,0.15760914239179905,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who invaded north africa during ww2,"Operation Torch (initially called Operation Gymnast) was the British – American invasion of French North Africa in World War II during the North African Campaign , started on 8 November 1942.",I cannot answer from the provided context.,3.395206222000013,3.4116328979999935,0,0,1.0,0.0,0.11087249474314266,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,when did qing dynasty begin,"The Qing Dynasty, also Empire of the Great Qing or Great Qing, was the last imperial dynasty of China , ruling from 1644 to 1912 with a brief, abortive restoration in 1917.",The Qing dynasty was officially proclaimed in 1636.,0.3815063190000103,0.5860763980000172,0,0,1.0,0.6706414246128239,0.1899772868484315,0.9999999999666667,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what county is coatesville indiana located in,"Coatesville is a town in Clay Township , Hendricks County , Indiana , United States .",I cannot answer from the provided context.,2.6973347889999957,2.7792488340000148,0,0,1.0,0.0,0.12811160722603612,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,how many seasons were there of the wire,"The Wire premiered on June 2, 2002, and ended on March 9, 2008, comprising 60 episodes over five seasons.",I cannot answer from the provided context.,0.6827082120000227,0.763722343000012,0,0,0.0,0.0,0.10392202768713947,0.9999999999,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what type of land is savannah,"A savanna, or savannah, is a grassland ecosystem characterized by the trees being sufficiently widely spaced so that the canopy does not close.",A savanna is a mixed woodland-grassland ecosystem characterized by trees being sufficiently widely spaced so that the canopy does not close.,0.7864601160000007,3.244218736000022,0,0,1.0,0.7302960294568628,0.9926795451259766,0.7678571428379464,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what does uncle sam represent to the american people,"Uncle Sam (initials U.S.) is a common national personification of the American government that, according to legend, came into use during the War of 1812 and was supposedly named for Samuel Wilson .",Uncle Sam is a common national personification of the federal government of the United States or the country in general.,0.57672284100002,0.9017506830000173,0,0,1.0,0.3652515676980846,0.45017000585403977,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the actresses name that played in walk that line?,"The film was nominated for five Academy Awards including Best Actor (Joaquin Phoenix), Best Actress (Reese Witherspoon, which she won), and Best Costume Design ( Arianne Phillips ).",I cannot answer from the provided context.,2.4662134900000012,2.5823679330000004,0,0,1.0,0.0,0.11054884614716935,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,where is humboldt ks,"Humboldt is a city situated along the Neosho River in the southwest part of Allen County , located in southeast Kansas , in the Central United States .","Humboldt is a city in Allen County, Kansas, United States, situated along the Neosho River.",2.702732979999979,3.0114363759999776,0,0,1.0,0.42386059255034697,0.6736712315532508,0.9999999999,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who is the founder of twitter,"Twitter was created in March 2006 by Jack Dorsey and by July, the social networking site was launched.","Twitter was created by Jack Dorsey, Noah Glass, Biz Stone, and Evan Williams.",0.5609621840000045,3.017603769999994,0,0,1.0,0.5594776523086104,0.398306350769529,0.3928571428375,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is in a hot toddy,"A hot toddy, also hot totty, and hot tottie, is typically a mixed drink made of liquor and water with sugar and spices and served hot.","A hot toddy is typically made of liquor, hot water, honey or sugar, lemon, herbs, and spices.",0.4707379409999817,0.7754075959999795,0,0,1.0,0.8888090827552526,0.6507865346595766,0.9999999999666667,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is the main component of vaccines,"The agent stimulates the body's immune system to recognize the agent as foreign, destroy it, and ""remember"" it, so that the immune system can more easily recognize and destroy any of these microorgani","Vaccines are complex mixtures of biological compounds that may include inactivated or attenuated micro-organisms, synthetic peptides, carbohydrates, antigens, preservatives, and adjuvants.",0.6506732760000205,1.0599742800000058,0,0,1.0,0.7015914072353925,0.16954500980217496,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what is general chu chicken,"General Tso's chicken (sometimes Governor Tso's chicken, General Gau's chicken, General Tao's chicken, General Tsao's chicken, General Tong's chicken, General Tang's chicken or simply General's Chicke",I cannot answer from the provided context.,0.45706102200000487,0.47667187700000113,0,0,1.0,0.0,0.11062060509940469,0.33333333331666665,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,who owns youtube,"In November 2006, YouTube, LLC was bought by Google for US$1.65 billion, and operates as a subsidiary of Google.",YouTube is owned by Google.,0.6445940659999962,0.6462767399999905,0,0,1.0,0.7019702168892185,0.4856660592303082,0.9999999999666667,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,what order is the moth,"A moth is an insect related to the butterfly , both being of the order Lepidoptera .",Moths are members of the order Lepidoptera.,0.5590857210000024,0.7650695170000006,0,0,1.0,0.9002743933629785,0.5322662986451036,0.5916666666469445,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,where fourth of july came from,"Independence Day, commonly known as the Fourth of July, is a federal holiday in the United States commemorating the adoption of the Declaration of Independence on July 4, 1776, declaring independence ",I cannot answer from the provided context.,0.4554422299999885,0.6608814820000077,0,0,0.0,0.0,0.12289540563981573,0.0,0.0,True
