config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,What was the change in compensation and benefits liability for Goldman Sachs in millions from December 2013 to December 2014?,494.0,"The change in compensation and benefits liability for Goldman Sachs from December 2013 to December 2014 was an increase of $494 million. This is calculated by subtracting the December 2013 balance of $7,874 million from the December 2014 balance of $8,368 million ($8,368 million - $7,874 million = $494 million).",9.33633251599997,9.33633251599997,96,10.282410125762096,0.25,0.9688319340682092,0.420459830072029,0.249999999975,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,"What is the cumulative total return of an initial $100 investment in The Goldman Sachs Group, Inc. common stock over the five-year period from December 26, 2008, to December 31, 2013, with dividends r",148.36,"Based on the provided context, the specific dollar value of the cumulative total return for an initial $100 investment in The Goldman Sachs Group, Inc. common stock over the five-year period from December 26, 2008, to December 31, 2013, is not explicitly stated in the text.

The context confirms that a performance graph and a table exist which ""shows the cumulative total returns in dollars"" for this specific period and investment amount, assuming dividends were reinvested. However, the actual nu",4.310314686999959,4.310314686999959,172,39.904279035300426,1.0,0.0,0.10068693143419685,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,What was the percentage reduction in second generation tenant improvements for Duke Realty Corporation in 2012 compared to 2011?,-0.4679805906667465,"To calculate the percentage reduction in second generation tenant improvements for Duke Realty Corporation in 2012 compared to 2011, we use the data provided in the first table:

1.  **Identify the values:**
    *   Second generation tenant improvements in 2011: $50,079 (in thousands)
    *   Second generation tenant improvements in 2012: $26,643 (in thousands)

2.  **Calculate the reduction amount:**
    *   Reduction = Value in 2011 - Value in 2012
    *   Reduction = $50,079 - $26,643 = $23,4",5.878845915999932,5.878845915999932,290,49.329409912025895,0.0,1.0000000000000002,0.3024639658701067,0.9999999999,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,"Did Abiomed's cumulative total stockholder return surpass that of the NASDAQ Composite Index over the five-year period ending March 31, 2012?",1,"Based on the provided context, it is not possible to determine whether Abiomed's cumulative total stockholder return surpassed that of the NASDAQ Composite Index over the five-year period ending March 31, 2012.

The text mentions a performance graph comparing Abiomed's returns to the NASDAQ Composite Index and a peer group for the ""last five full fiscal years,"" assuming an investment on March 31, 2007. However, the text does not specify the exact end date of this five-year period, nor does it pr",5.1466909920000035,5.1466909920000035,223,43.32881075367267,0.7272727272727273,0.0,0.0798080932990249,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,"What percentage of the $22,258 million in total debt scheduled to mature as of December 31, 2001, is due in 2002 for AES Corporation?",0.12004672477311529,"Based on the provided context, the table showing scheduled maturities of total debt as of December 31, 2001, lists the total amount as $22,258 million and the amount due in 2002 as $2,672 million. To find the percentage due in 2002, divide the 2002 maturity amount by the total maturity amount and multiply by 100: ($2,672 / $22,258) * 100 = 12.005%. Therefore, approximately 12.01% of the total debt scheduled to mature as of December 31, 2001, is due in 2002.",3.7685135440000295,3.7685135440000295,163,43.25312834805052,0.0,0.9689181056782443,0.3296292231673516,0.19999999998,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,"What was the percentage change in net sales for Ball Corporation's discontinued operations, specifically the plastics packaging business, between 2009 and 2010, as reflected in the operating results t",-0.49834619625137816,"Based on the provided context, it is not possible to calculate the percentage change in net sales for Ball Corporation's discontinued plastics packaging business between 2009 and 2010 because the specific net sales figures for 2010 are not included in the text.

The context states that the plastics packaging business had sales of **$635 million in 2009** and that the sale of the business was completed in **August 2010**, resulting in gross proceeds of $280 million. However, the text does not pro",3.822007685000017,3.822007685000017,178,46.57238149954144,1.0,0.0,0.10515377622703609,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,What amount of interest expense was avoided per year by switching the 4.50% convertible senior notes due 2023 with the 4.25% convertible senior notes due 2023?,100000000.0,"Based on the provided context, the specific amount of interest expense avoided per year by switching the 4.50% convertible senior notes to the 4.25% convertible senior notes cannot be determined.

While the text confirms that $400.0 million of 4.50% notes were exchanged for $400.0 million of 4.25% notes, it does not explicitly state the resulting annual interest savings. The text mentions that the difference between the fair value and carrying value of the new debt ($77.0 million) will be amorti",4.7617548399999805,4.7617548399999805,203,42.63134218812509,1.0,0.0,0.09387255051451954,0.9999999999,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,What percentage of the total potential impact on revenues from a 10% move in average exchange rates for major currencies would the Euro account for in 2017?,0.2692307692307692,"Based on the provided context, the potential impact on revenues from a 10% move in average exchange rates for the Euro in 2017 was $35 million, and the total potential impact for all major currencies in 2017 was $130 million.

To calculate the percentage the Euro accounts for:
1.  Identify the Euro's impact in 2017: $35 million.
2.  Identify the total impact in 2017: $130 million.
3.  Divide the Euro's impact by the total impact: $35 / $130 ≈ 0.2692.
4.  Convert to a percentage: 0.2692 * 100 = 2",4.45109758600006,4.45109758600006,201,45.157401318767064,0.3333333333333333,0.839432674586288,0.32947702754782593,0.3333333333,1.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,By how much did Entergy Gulf States Louisiana's receivables from the money pool as of December 31 differ between 2009 and 2010?,12872.0,"Based on the provided context, the receivables from the money pool for System Energy (which the question refers to as Entergy Gulf States Louisiana) were $39,904,000 as of December 31, 2009, and $33,329,000 as of December 31, 2010.

To find the difference between these two years:
$39,904,000 (2009 amount) - $33,329,000 (2010 amount) = $6,575,000.

Therefore, the receivables from the money pool differed by **$6,575,000** between 2009 and 2010.",3.9405766319999884,3.9405766319999884,179,45.42482400834592,0.8,0.9525935935507972,0.0907387993140508,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_qwen3.5:35b_detailed,"What was the total percentage growth of Loews Corporation's common stock value from its initial $100 investment value on December 31, 2004, to its value on December 31, 2009, considering all dividends",1.6062,"Based on the provided context, the total percentage growth of Loews Corporation's common stock value from December 31, 2004, to December 31, 2009, is calculated as follows:

1.  **Identify the initial value:** The context states that the investment value was **$100** on December 31, 2004.
2.  **Identify the final value:** According to the table under ""Item 5,"" the value of Loews common stock on December 31, 2009, was **$160.62**.
3.  **Calculate the growth:**
    *   Growth Amount = Final Value ",5.786461239999994,5.786461239999994,261,45.10528787366426,1.0,0.9255887058260597,0.5240813794390267,0.19999999998,0.0
