config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,What was the change in compensation and benefits liability for Goldman Sachs in millions from December 2013 to December 2014?,494.0,"The compensation and benefits liability rose from **$7,874 million** at December 31, 2013 to **$8,368 million** at December 31, 2014.  
The change is therefore **$8,368 million – $7,874 million = $494 million** (an increase of $494 million).",6.19893597600003,12.241121756000211,357,29.163993881934054,0.0,0.9430587555915037,0.5548984634609484,0.249999999975,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"What is the cumulative total return of an initial $100 investment in The Goldman Sachs Group, Inc. common stock over the five-year period from December 26, 2008, to December 31, 2013, with dividends r",148.36,,0.869032796999818,17.112809053000092,512,29.919109037813982,,0.0,0.13505714316970419,0.0,0.0,False
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,What was the percentage reduction in second generation tenant improvements for Duke Realty Corporation in 2012 compared to 2011?,-0.4679805906667465,"The second‑generation tenant improvements fell from **$50,079 k in 2011 to $26,643 k in 2012**.  
The reduction is:

\[
\frac{50,079 - 26,643}{50,079}\times 100\% \approx 46.8\%
\]

So, Duke Realty Corporation’s second‑generation tenant improvements were reduced by **about 47 %** in 2012 compared with 2011.",0.6157990339997923,5.564467123000213,293,52.65553619481575,0.0,0.9564180442732986,0.5629001986499826,0.9999999999,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"Did Abiomed's cumulative total stockholder return surpass that of the NASDAQ Composite Index over the five-year period ending March 31, 2012?",1,"Based on the information supplied in the context, there is no data or reference to Abiomed’s cumulative total stockholder return. The performance tables and graphs provided relate to the company whose 10‑K is being discussed (e.g., “our” common stock) and compare that company’s returns to the S&P 500, the S&P 500 Financials, and a peer group, but they do not include Abiomed or its returns. Therefore, from the context given, we cannot determine whether Abiomed’s cumulative total stockholder retur",0.7302140029996735,7.435908505999578,391,52.582680338861906,1.0,0.0,0.09576501083012012,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"What percentage of the $22,258 million in total debt scheduled to mature as of December 31, 2001, is due in 2002 for AES Corporation?",0.12004672477311529,,0.6113375160002761,9.34894568999971,512,54.76553367377792,,0.0,0.13562122382689332,0.19999999998,0.0,False
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"What was the percentage change in net sales for Ball Corporation's discontinued operations, specifically the plastics packaging business, between 2009 and 2010, as reflected in the operating results t",-0.49834619625137816,,0.5232607210000424,9.550794245999896,512,53.608107013135374,,0.0,0.14196337715451782,0.49999999995,0.0,False
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,What amount of interest expense was avoided per year by switching the 4.50% convertible senior notes due 2023 with the 4.25% convertible senior notes due 2023?,100000000.0,"The company swapped $400 million of 4.50 % convertible senior notes for $400 million of 4.25 % convertible senior notes.  
The annual interest saved is the difference in coupon rates applied to the same principal:

\[
\text{Interest saved per year} = \$400\,",1.0551458429999911,9.57899951499985,512,53.45025847409786,0.3333333333333333,0.0,0.10204319205718995,0.9999999999,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,What percentage of the total potential impact on revenues from a 10% move in average exchange rates for major currencies would the Euro account for in 2017?,0.2692307692307692,"The Euro’s 10 % exchange‑rate impact in 2017 was **$35 million** out of a total potential impact of **$130 million**.  
\[
\frac{35}{130}\times100 \approx 26.9\%
\]

So the Euro would account for **about 27 %** of the total potential revenue impact from a 10 % move in the major currencies.",0.8395276880000893,8.176413702999525,433,52.95720296554387,1.0,0.8889681737983658,0.3715924910213402,0.3333333333,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,By how much did Entergy Gulf States Louisiana's receivables from the money pool as of December 31 differ between 2009 and 2010?,12872.0,"Entergy Gulf States Louisiana’s receivables from the money pool decreased by **$6,575,000** from December 31, 2009 to December 31, 2010.  
(Receivables were $39,904,000 in 2009 and $33,329,000 in 2010.)",0.7617565599994123,8.471993858999667,456,53.82440162130173,0.0,0.935093972198335,0.10625250090408134,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"What was the total percentage growth of Loews Corporation's common stock value from its initial $100 investment value on December 31, 2004, to its value on December 31, 2009, considering all dividends",1.6062,"The table gives the cumulative value of a $100 investment in Loews common stock, with all dividends reinvested, at the end of each year:

| Year | Value |
|------|-------|
| 2004 | $100.00 |
| 2005 | $135.92 |
| 2006 | $179.47 |
| 2007 | $219.01 |
| 2008 | $123.70 |
| 2009 | $160.62 |

To find the total percentage growth from December 31, 2004 to December 31, 2009:

\[
\text{Growth} = \frac{160.62 - 100.00}{100.00} \times 100\% = 60.62\%
\]

**Answer:** The Loews Corporation common stock grew by",0.8363700480003899,6.537884186000156,342,52.31050142067963,0.6,0.9636479338373346,0.33628096844566724,0.19999999998,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,"In the 2007 report of Motorola Solutions, what were the net sales to the top five customers of the segment in 2006, which included notable companies such as Sprint Nextel, Comcast Corporation, Verizon",2430.0,,0.7023413629995048,9.434040367999842,512,54.271550685398616,,0.0,0.12634255065221084,0.0,1.0,False
