config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,"Based on the provided context, Maryland does not have a single ""Circuit Court""; rather, the state is divided into **eight judicial circuits**, and each of Maryland's 23 counties and the independent city of Baltimore has its own Circuit Court. These courts are grouped as follows:

*   **Fifth Judicial Circuit:** Comprises Anne Arundel, Carroll, and Howard counties.
*   **Sixth Judicial Circuit:** Comprises Frederick and Montgomery counties.
*   **Seventh Judicial Circuit:** Comprises Calvert, Cha",1.7029898299999786,8.941674520999982,0,0,1.0,0.35040459053198364,0.18252605770801839,0.3333333333,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,"Based on the provided context, there is no information regarding the ""Starving Time"" in Jamestown or what happened during that event. The text discusses Saint Patrick's Day, rugby cups, horse racing, Star Wars songs, women's roles in World War II, Uncle Sam imagery, the International Freedom Festival, and a fragment about ""the House"" in the 19th century, but it does not mention Jamestown.",2.79768693799997,3.9254778709999982,0,0,1.0,0.0,0.14583668738488711,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,"Based on the provided context, the number of voting members in the House of Representatives has been fixed at **435** since 1913, pursuant to the Apportionment Act of 1911 and capped by the Reapportionment Act of 1929. Although the number was temporarily increased to 437 between 1959 and 1963 following the admission of Alaska and Hawaii, it returned to 435 thereafter.

In addition to the 435 voting representatives, the context notes that there are **five non-voting delegates** representing the D",0.562825250000003,2.9203440889999683,0,0,1.0,0.6949559023588469,0.4107663454693298,0.7555555555303703,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .","Based on the provided context, there is no information available regarding where elephants live. The text discusses T-SQL, various women's military organizations, Saint Patrick's Day, the history of the Climax Blues Band, and specific musical compositions, but it does not mention elephants or their habitats.",0.4521305800000164,1.1900703040000167,0,0,1.0,0.0,0.13043803821597605,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.","Based on the provided context, there is no information available to define what a ""FY quarter"" (fiscal year quarter) is. The text discusses T-SQL, various women's military organizations, Saint Patrick's Day, publications about Uncle Sam, the history and songs of the Climax Blues Band, SQL Server Native Client, and songs from Star Wars, but it does not mention fiscal years or accounting quarters.",0.44352322599996796,1.468998226999986,0,0,1.0,0.0,0.18770566441896833,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.","Based on the provided context, homebrew for the Wii refers to unofficial software applications, such as The Homebrew Channel, that can be run on the Wii U's built-in emulated Wii environment (known as vWii or Wii Mode). The text notes that while vWii is capable of running this Wii homebrew, it is much more fragile than a real Wii console and has a higher chance of becoming inoperable if dangerous software is used. Additionally, previous exploits that worked on the original Wii Menu, such as Lett",0.45538737900000115,7.119370852000031,0,0,0.9,0.6659610340063495,0.175321616005002,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice","Based on the provided context, there is no information mentioning Daniel J. Daly or identifying who he was. The text discusses the Climax Blues Band, the history of Uncle Sam, Saint Patrick's Day, the Qing dynasty, and various women's military services, but does not contain details about Daniel J. Daly.",0.5536462769999844,3.4897495959999674,0,0,1.0,0.0,0.15201508979973977,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,"Based on the provided context, the exact year the Marlins started is not explicitly stated. However, the text mentions that the team finished fourth in their division in **1995** and that Donald A. Smiley was named the second president in club history after the **1993** season. Additionally, it notes that Gary Sheffield and Bryan Harvey were the club's first All-Star Game selections ""in that season"" (referring to the season where they finished five games ahead of the New York Mets), and that Jef",2.847544331999984,7.046992221999972,0,0,1.0,0.0,0.18982258140459715,0.249999999975,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","Based on the provided context, the primary ingredient in mustard is the seeds of a mustard plant, specifically white/yellow mustard (*Sinapis alba*), brown mustard (*Brassica juncea*), or black mustard (*Brassica nigra*).

To create the final condiment, these whole, ground, cracked, or bruised seeds are mixed with liquids such as water, vinegar, lemon juice, wine, or unfermented grape juice (must). The mixture also typically includes salt and often other flavorings and spices. Historically, spec",2.702767841000025,4.354142146000015,0,0,1.0,0.880637050230841,0.484297614232317,0.42063492062089947,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.","Based on the provided context, three important things Douglas MacArthur did include serving with distinction in World War I, acting as the Chief of Staff of the United States Army during the 1930s, and playing a prominent role in the Pacific theater during World War II. Additionally, the text notes that he received the Medal of Honor for his service in the Philippines campaign.",0.45746977700002844,1.3745315940000182,0,0,1.0,0.8083304008374039,0.14816432646573774,0.0,0.0,True
