config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,"Based on the provided context, Maryland does not have a single ""Circuit Court""; rather, the state's trial courts of general jurisdiction are organized into **eight judicial circuits**. Each of Maryland's 23 counties and the independent city of Baltimore has its own Circuit Court, and these courts are grouped into the eight circuits as follows:

*   **Circuits 1 through 7:** Each of these circuits encompasses two or more counties.
*   **Circuit 8:** This circuit consists solely of Baltimore City.",0.6326073489999544,2.8809910849995504,0,0,1.0,0.3576586473318171,0.3101800239283045,0.49999999995,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,"Based on the provided context, there is no information regarding the Starving Time in Jamestown or what happened during that event. The text focuses on sports events, Saint Patrick's Day, Uncle Sam, Twitter usage records, and the history of the band Climax Blues Band.",0.5509159789999103,1.2258304899996801,0,0,0.2857142857142857,0.0,0.13904520696448608,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,"Based on the provided context, the number of voting members in the House of Representatives is fixed at **435**. This number was established by the Apportionment Act of 1911 and capped at that level by the Reapportionment Act of 1929.

While the number of voting representatives is 435, the text notes that there are exceptions and additions:
*   The number was temporarily increased to **437** between 1959 and 1963 following the admission of Alaska and Hawaii, before returning to 435 after the 196",0.585725416999594,3.4513278800004628,0,0,1.0,0.6949559023588469,0.3949728164094807,0.99999999995,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .","Based on the provided context, there is no information regarding where elephants live. The text discusses T-SQL, Saint Patrick's Day, the Climax Blues Band, Uncle Sam, the TV series Psych, Star Wars songs, Twitter, and World War II military movements, but it does not mention elephants or their habitats.",0.5399869940001736,1.360584818999996,0,0,1.0,0.0,0.1313548402804642,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.","Based on the provided context, there is no information available to define what a ""FY quarter"" (fiscal year quarter) is. The text discusses T-SQL, Saint Patrick's Day, the TV series *Psych*, the Climax Blues Band, *Star Wars* music composers, Uncle Sam, and Twitter, but it does not mention fiscal years or financial quarters.",0.6423989149998306,1.5639683189992866,0,0,1.0,0.0,0.1879744108340063,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.","Based on the provided context, homebrew for the Wii refers to unofficial applications, such as **The Homebrew Channel**, that can be run on the console. Specifically regarding the Wii U's built-in emulated Wii environment (known as **vWii** or **Wii Mode**), the text notes that while it is capable of running Wii homebrew, it is much more fragile than a real Wii console and has a higher chance of becoming inoperable if dangerous software is used. Additionally, due to changes in the vWii operating",0.6240933819999555,2.6792014960001325,0,0,0.9,0.6295788672834296,0.27979627121714734,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice","Based on the provided context, there is no information mentioning Daniel J. Daly or identifying who he was. The text discusses the Climax Blues Band, Saint Patrick's Day, General Tso's chicken, Uncle Sam, the Qing dynasty, and personifications of the United States, but does not contain details about Daniel J. Daly.",0.5374344589999964,1.3618693609996626,0,0,1.0,0.0,0.1490146584415219,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,"Based on the provided context, the exact date the Marlins started is not explicitly stated. However, the text mentions that the team finished last in their division during the ""strike-shortened season of 1994"" and fourth in 1995, and it references Gary Sheffield homering in the ""Marlins' first All-Star Game."" These details indicate that the Marlins began playing prior to or during the 1993 season, as the text notes a trade occurred ""After the 1993 season"" and Donald A. Smiley was named president",0.5466023210001367,2.0762339300008534,0,0,1.0,0.0,0.3474890845252615,0.249999999975,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","Based on the provided context, mustard is made from the seeds of a mustard plant, specifically white/yellow mustard (*Sinapis alba*), brown mustard (*Brassica juncea*), or black mustard (*Brassica nigra*). These seeds, which can be used whole, ground, cracked, or bruised, are mixed with liquids such as water, vinegar, lemon juice, wine, beer, or milk. The mixture also typically includes salt and often other flavorings and spices to create a paste or sauce.",0.5355606460007039,1.866721815999881,0,0,0.8823529411764706,0.8076398977013873,0.405048155376153,0.49999999995,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.","Based on the provided context, three important things Douglas MacArthur did were:

1.  He entered West Point on June 13, 1899, where he and his classmate Ulysses S. Grant III were singled out for special attention by Southern cadets due to their status as sons of generals.
2.  He testified before a special Congressional committee in 1901 regarding hazing at the academy, where he spoke against cadets implicated in the practice, although he downplayed his own experiences with hazing.
3.  He learne",0.5393416359993353,2.3860842240001148,0,0,1.0,0.8083304008374039,0.1489898137265279,0.0,0.0,True
